,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
652,1683260,50000000,4,0.8,1.6,0.0,6,1268463,242273,83832,27455,61234,0
653,1627243,50000000,4,0.3,0.8,0.0,6,1204255,135347,78073,44346,165218,0
654,1503412,100000000,4,3.1,6.7,0.0,6,1033894,163259,108056,54617,143583,0
655,1432166,10000000,4,0.2,0.3,0.0,6,1049465,142061,64707,33473,142459,0
656,1431962,50000000,4,0.2,0.3,0.0,6,975697,146337,81939,48296,179690,0
657,1378621,10000000,4,0.0,0.1,0.0,6,983456,257030,77494,15776,44864,0
658,1326867,50000000,4,0.1,0.3,0.0,6,956682,190254,81633,28037,70258,0
659,1222505,10000000,4,5.9,12.9,0.0,6,976018,118010,42649,18392,67434,0
660,1218003,10000000,4,0.0,0.1,0.0,6,883862,199331,79682,18938,36188,0
661,1135695,10000000,4,0.2,0.4,0.0,6,825239,185210,69324,19865,36055,0
662,1131205,100000000,4,0.7,1.6,0.0,6,809274,94858,59551,38632,128888,0
663,1099997,50000000,4,196.3,0.1,0.0,6,813086,144035,64753,23147,54974,0
664,1009374,10000000,4,0.2,0.5,0.0,6,784152,106559,46334,17864,54463,0
665,978460,50000000,4,1.5,4.2,0.0,6,673255,72892,32537,20945,178828,0
666,952348,100000000,3,1.1,2.6,0.0,6,591803,80978,62429,48097,169038,0
667,941133,10000000,4,0.1,0.1,0.0,6,731661,81527,45176,19280,63487,0
668,939577,50000000,4,0.3,0.7,0.0,6,676889,96965,56485,26929,82307,0
669,924595,10000000,4,0.4,0.7,0.0,6,571381,115687,76942,38875,121707,0
670,921224,100000000,4,0.0,0.0,0.0,6,751461,107090,30751,10390,21529,0
671,910777,50000000,4,2.1,5.0,0.0,6,651420,117048,52529,24633,65145,0
672,881816,100000000,4,1.2,2.8,0.0,6,622790,117945,56216,23294,61569,0
673,880964,10000000,4,0.4,0.8,0.0,6,566493,120253,69961,33039,91215,0
674,875343,50000000,4,0.2,0.3,0.0,6,585941,90239,60299,28150,110712,0
675,865040,10000000,4,5.5,14.0,0.0,6,638136,98626,54652,22207,51416,0
676,847777,50000000,4,1.8,3.7,0.0,6,660874,63957,33911,20752,68280,0
677,781393,10000000,4,0.7,1.4,0.0,6,689356,38419,16073,7813,29731,0
678,777217,10000000,4,0.3,0.5,0.0,6,532145,83892,54115,28958,78104,0
679,752953,10000000,4,0.4,0.6,0.0,6,419680,145021,65512,34343,88394,0
680,712766,10000000,4,0.0,0.1,0.0,6,515705,91031,43134,17633,45261,0
681,685365,5000000,4,0.0,0.0,0.0,6,552588,94468,21233,5136,11938,0
682,679330,10000000,4,0.0,0.1,0.0,6,432002,91148,56154,24538,75485,0
683,670105,10000000,4,0.2,0.3,0.0,6,494241,81755,38494,15919,39693,0
684,665838,10000000,4,0.1,0.1,0.0,6,482665,78462,35349,17654,51705,0
685,659139,10000000,4,0.2,0.3,0.0,6,451806,82817,44197,20209,60108,0
686,655486,10000000,4,0.0,0.0,0.0,6,497030,57511,30349,13680,56912,0
687,652820,50000000,4,0.9,1.9,0.0,6,452065,54651,38207,25278,82615,0
688,649699,10000000,4,0.3,0.6,0.0,6,467599,79307,35546,17028,50216,0
689,636439,10000000,4,1.2,2.3,0.0,6,454670,70717,34755,17372,58923,0
690,627963,10000000,4,0.0,0.1,0.0,6,456597,74051,44136,16750,36428,0
691,627042,100000000,4,1.2,2.7,0.0,6,440620,46732,31244,22519,85924,0
692,605422,10000000,4,3.2,6.5,0.0,6,473424,51048,22893,13584,44471,0
693,603781,10000000,4,0.0,0.1,0.0,6,462582,58790,33494,11913,36999,0
694,602123,10000000,4,0.0,0.1,0.0,6,459046,63875,35736,10925,32537,0
695,592625,10000000,4,10.0,19.3,0.0,6,411401,90484,39822,15183,35732,0
696,570955,10000000,4,0.3,0.5,0.0,6,443937,66232,26738,10215,23830,0
697,568174,10000000,4,0.1,0.2,0.0,6,364726,54802,38870,19860,89914,0
698,567668,10000000,4,0.3,0.7,0.0,6,392672,118389,23787,8741,24077,0
699,556525,10000000,4,5.5,11.8,0.0,6,438288,22770,12779,9891,72795,0
700,540665,10000000,4,0.1,0.3,0.0,6,389914,49587,35329,16166,49667,0
701,539618,10000000,4,0.4,0.9,0.0,6,392042,84757,31131,10657,21028,0
702,532119,10000000,4,0.2,0.5,0.0,6,391786,63353,34261,12140,30576,0
703,526404,1000000,4,625.9,1251.8,0.0,6,332168,78207,48369,16909,50748,0
704,521999,50000000,4,0.3,0.6,0.0,6,333246,64379,41810,21779,60782,0
705,513273,100000000,4,0.3,0.6,0.0,6,356049,63918,35560,16181,41563,0
706,510146,10000000,4,1914.7,1.7,0.0,6,338839,73912,48046,16253,33093,0
707,497556,10000000,4,0.0,0.0,0.0,6,220970,146774,82128,15085,32597,0
708,487206,100000000,4,0.5,1.1,0.0,6,339101,60100,31478,14670,41854,0
709,476520,10000000,4,0.1,0.3,0.0,6,355557,44409,26769,12156,37627,0
710,475705,10000000,4,0.1,0.1,0.0,6,335504,44683,31325,13678,50513,0
711,469274,1000000,4,0.0,0.1,0.0,6,348400,68745,30278,5392,16457,0
712,462861,10000000,4,24.0,49.3,0.0,6,328311,64534,28243,9107,32664,0
713,462460,10000000,3,0.7,1.4,0.0,6,278605,46716,34234,22630,80272,0
714,458766,10000000,4,0.1,0.2,0.0,6,279541,73007,41708,20739,43768,0
715,444080,5000000,3,0.0,0.0,0.0,6,226320,43452,36250,17770,120287,0
716,442100,10000000,3,0.3,0.6,0.0,6,259916,61224,39116,19478,62364,0
717,430459,50000000,4,0.0,0.1,0.0,6,309838,47284,26040,10352,36942,0
718,428132,10000000,4,0.9,2.1,0.0,6,295035,44478,27154,14836,46626,0
719,414428,10000000,4,1.7,3.8,0.0,6,297229,47857,24352,11976,33011,0
720,405505,50000000,4,0.3,0.6,0.0,6,307443,40558,16388,7553,33561,0
721,385882,10000000,4,0.6,1.3,0.0,6,273707,57256,22876,9323,22718,0
722,381919,5000000,4,0.1,0.2,0.0,6,316246,31810,9963,5205,18692,0
723,378085,10000000,4,2.0,4.2,0.0,6,258091,47714,27671,11842,32765,0
724,373522,10000000,4,1.4,2.9,0.0,6,289498,37687,15999,6754,23581,0
725,370755,10000000,4,508.1,2.8,0.0,6,233460,65503,22707,12643,36439,0
726,1690405,50000000,4,11.1,26.7,0.0,7,1191130,195192,95400,50193,158487,0
727,1543998,100000000,4,0.9,2.0,0.0,7,1044380,167400,99241,57056,175918,0
728,758930,50000000,4,0.6,1.3,0.0,7,569677,64417,38966,21992,63877,0
729,571355,1000000,4,0.0,0.0,0.0,7,395665,71737,37756,15358,50837,0
730,519854,10000000,4,0.4,0.8,0.0,7,330550,67983,37226,19708,64384,0
731,469665,10000000,4,3.7,7.9,0.0,7,338284,37308,23232,16939,53900,0
732,440099,10000000,4,0.3,0.6,0.0,7,284760,81030,28581,12818,32907,0
733,335602,50000000,4,0.6,1.2,0.0,7,227796,38019,21197,13605,34982,0
734,299512,100000000,4,2.1,5.1,0.0,7,221507,19279,12167,10193,36364,0
735,229515,50000000,4,11.0,23.1,0.0,7,177112,13802,8861,6241,23497,0
736,210406,100000000,4,1.9,4.3,0.0,7,142332,15737,11577,9045,31713,0
737,204816,10000000,4,1.5,3.3,0.0,7,132787,19175,11845,9717,31289,0
738,201926,10000000,4,3.0,6.9,0.0,7,154697,16426,8631,5266,16904,0
739,191141,10000000,4,10.0,24.7,0.0,7,150962,11416,6201,5011,17549,0
740,188628,10000000,4,1.8,4.0,0.0,7,131144,14630,9261,7644,25947,0
741,185082,10000000,4,0.0,0.0,0.0,7,129634,16481,12725,5763,20476,0
742,177900,50000000,4,3.5,6.7,0.0,7,136565,10350,6860,5324,18798,0
743,164764,10000000,4,3.3,7.3,0.0,7,118137,14783,8830,5341,17670,0
744,161896,50000000,4,1.1,2.4,0.0,7,113255,11857,7862,7032,21887,0
745,158721,500000,4,0.6,1.1,0.0,7,149917,6111,1435,358,897,0
746,155279,50000000,4,4.9,9.8,0.0,7,117842,9711,6246,4458,17020,0
747,152780,50000000,4,3.1,6.8,0.0,7,113689,8994,6478,5001,18617,0
748,147633,100000000,4,5446.9,10.2,0.0,7,98893,11767,8266,6773,21932,0
749,146101,10000000,4,4.6,10.0,0.0,7,111993,21993,6404,1817,3892,0
750,145347,10000000,4,8.2,18.8,0.0,7,110407,11110,6183,3914,13730,0
751,142128,10000000,4,2.1,4.4,0.0,7,97965,10628,7445,6616,19471,0
752,141681,50000000,4,2.2,4.7,0.0,7,105203,9009,6799,4859,15808,0
753,138294,50000000,4,4.6,11.1,0.0,7,95108,13510,8076,5246,16351,0
754,135433,1000000,4,0.1,0.2,0.0,7,103645,13910,7204,2797,7874,0
755,132854,10000000,4,1.5,3.4,0.0,7,95241,8553,5436,4416,19206,0
756,129911,50000000,4,2.5,5.0,0.0,7,98822,8155,5566,3684,13682,0
757,128528,50000000,4,3.4,7.5,0.0,7,92578,8404,6004,4602,16937,0
758,123262,10000000,4,1.4,2.8,0.0,7,91784,5925,5156,3677,16718,0
759,121977,10000000,4,1.9,4.1,0.0,7,82251,11555,11792,4308,12068,0
760,116243,10000000,4,2013.3,9.3,0.0,7,80372,8500,5402,4349,17617,0
761,106074,10000000,4,0.0,0.0,0.0,7,75946,12756,7102,2217,8051,0
762,103248,10000000,4,0.0,0.0,0.0,7,74312,10957,5883,2047,10048,0
763,102219,5000000,4,2.1,4.8,0.0,7,90114,4431,1625,852,5194,0
764,102168,5000000,4,2.7,5.9,0.0,7,77581,13635,4971,2006,3972,0
765,101418,10000000,3,0.5,0.2,0.0,7,66006,7186,6156,4757,17311,0
766,94157,10000000,4,1.9,4.5,0.0,7,72545,5575,3879,2822,9334,0
767,91946,10000000,4,5.6,12.3,0.0,7,65777,6298,4430,3427,12011,0
768,91542,1000000,4,5.9,15.1,0.0,7,77154,9565,1942,759,2120,0
769,90720,10000000,3,0.1,0.1,0.0,7,55578,8660,7441,4235,14803,0
770,90184,10000000,4,2.5,6.0,0.0,7,68668,9896,4022,2070,5525,0
771,89570,10000000,3,0.0,0.0,0.0,7,55869,7412,5656,4419,16211,0
772,88278,10000000,4,2.7,6.0,0.0,7,62679,6818,4119,3682,10977,0
773,85437,10000000,4,2.5,5.1,0.0,7,66723,5406,3610,2174,7521,0
774,83994,10000000,4,1.7,3.5,0.0,7,58641,5858,4008,3538,11946,0
775,81628,1000000,4,0.5,1.1,0.0,7,71135,6195,1678,759,1858,0
776,81135,10000000,4,1.6,3.9,0.0,7,60102,5200,3703,2615,9512,0
777,79583,10000000,4,3.1,7.1,0.0,7,57296,5472,4000,3121,9691,0
778,79263,50000000,3,2.3,5.2,0.0,7,50961,6250,4670,3720,13660,0
779,78145,1000000,4,0.2,0.3,0.0,7,42904,14624,8998,3381,8236,0
780,76981,10000000,3,5.4,11.9,0.0,7,43442,7060,5325,5046,16106,0
781,76498,10000000,3,0.4,0.9,0.0,7,47396,6488,5338,4288,12986,0
782,75435,10000000,4,0.1,0.2,0.0,7,53508,7325,6366,2088,6146,0
783,75270,10000000,4,0.1,0.2,0.0,7,54579,6354,4815,1908,7612,0
784,75082,10000000,4,0.1,672.7,0.0,7,52362,5787,4729,2823,9379,0
785,73407,5000000,4,0.3,0.7,0.0,7,43304,15335,6560,2492,5713,0
786,72164,10000000,4,8.9,23.3,0.0,7,51654,5773,3346,2593,8796,0
787,70614,10000000,4,0.3,0.6,0.0,7,54274,4189,2324,1685,8139,0
788,69285,10000000,4,0.6,1.4,0.0,7,52476,4439,2919,1999,7449,0
789,68066,10000000,4,0.5,1.0,0.0,7,50643,6903,3048,1653,5817,0
790,67910,10000000,4,2.1,4.6,0.0,7,47218,6153,3614,2559,8364,0
791,66241,10000000,4,6.9,14.7,0.0,7,49236,4324,2860,2245,7574,0
792,66160,10000000,3,3.2,7.0,0.0,7,40798,5423,4460,3437,12039,0
793,66057,10000000,4,1.7,3.9,0.0,7,44993,5999,3661,2477,8925,0
794,65669,5000000,3,0.3,0.5,0.0,7,36321,7560,5642,3775,12368,0
795,63887,50000000,3,4.5,10.0,0.0,7,39665,5486,4964,4235,9534,0
796,63873,10000000,4,12.5,33.0,0.0,7,47377,4920,3008,1871,6694,0
797,63384,1000000,4,1.2,2.1,0.0,7,55735,4543,1178,419,1507,0
798,62792,10000000,4,0.5,1.1,0.0,7,42609,5574,3539,2213,8854,0
799,62564,5000000,4,0.0,0.0,0.0,7,50512,5116,2678,989,3267,0
800,62194,5000000,4,87.5,174.9,0.0,7,40029,6518,5668,2779,7198,0
801,61993,1000000,4,0.3,0.5,0.0,7,43164,5426,3367,2118,7915,0
802,60889,10000000,4,14.5,29.6,0.0,7,41190,5048,3972,3003,7674,0
803,60654,10000000,4,2.7,5.8,0.0,7,44911,4360,2741,1797,6843,0
804,59598,10000000,4,3.7,8.3,0.0,7,41141,4207,3237,2298,8713,0
805,57537,10000000,4,6.9,16.6,0.0,7,42166,4103,2752,2096,6418,0
806,56865,10000000,4,0.8,1.8,0.0,7,39917,3888,2721,2223,8115,0
807,56525,10000000,4,2.8,6.5,0.0,7,35477,5997,4790,2963,7295,0
808,56416,10000000,4,2428.7,2.5,0.0,7,42626,2823,2464,1895,6605,0
809,56154,5000000,4,0.1,0.1,0.0,7,37592,6117,3688,1999,6756,0
810,55294,1000000,4,3.9,8.3,0.0,7,47904,5419,1123,266,581,0
811,55114,10000000,3,4.4,8.9,0.0,7,31358,4705,3647,3331,12070,0
812,55006,10000000,4,3.3,7.3,0.0,7,39870,4473,2558,1745,6357,0
813,54400,10000000,4,0.6,1.3,0.0,7,41341,2813,1785,1666,6793,0
814,54217,10000000,4,1.7,3.7,0.0,7,37964,3338,2381,2281,8250,0
815,54205,10000000,4,3.3,7.5,0.0,7,39390,3463,2695,2136,6518,0
816,53535,10000000,4,3.1,7.3,0.0,7,35719,5842,3432,1934,6606,0
817,53039,10000000,4,3.7,8.3,0.0,7,40078,3342,2155,1616,5846,0
818,51944,10000000,4,5.9,13.6,0.0,7,38541,3722,2145,1985,5548,0
819,51903,10000000,4,3.0,6.1,0.0,7,35441,3967,2828,2348,7316,0
820,51861,10000000,4,5.3,12.1,0.0,7,37558,4077,2298,1988,5936,0
821,51687,5000000,4,0.1,0.2,0.0,7,41659,5118,1929,609,2369,0
822,51547,10000000,4,2.8,6.4,0.0,7,35544,3608,3103,2012,7277,0
823,51002,1000000,4,1.0,1.7,0.0,7,38219,6460,2431,982,2907,0
824,50931,10000000,3,2.9,6.1,0.0,7,30222,4867,4037,3098,8705,0
825,49811,10000000,4,8.9,21.0,0.0,7,35964,3842,2150,1751,6101,0
826,2454558,100000000,4,3.3,7.5,0.0,8,1815983,211433,119350,69277,238513,0
827,2381045,100000000,4,2.5,5.7,0.0,8,1570436,234136,154821,92834,328815,0
828,1363013,10000000,4,0.3,0.7,0.0,8,1099001,128954,50656,22006,62394,0
829,1280824,100000000,4,0.3,0.6,0.0,8,852807,110725,67194,36282,213813,0
830,665818,100000000,4,2.0,4.5,0.0,8,437466,65470,44575,27672,90633,0
831,664703,50000000,4,0.4,0.7,0.0,8,487709,65614,36484,18292,56602,0
832,640085,50000000,4,0.0,0.1,0.0,8,416639,83385,63908,16319,59831,0
833,608905,50000000,3,0.4,0.7,0.0,8,346418,57223,43330,24894,137038,0
834,571244,5000000,4,0.1,0.2,0.0,8,463607,48438,17949,10009,31239,0
835,552415,5000000,4,0.1,0.2,0.0,8,461266,43525,16200,7865,23556,0
836,407001,100000000,4,3.9,8.6,0.0,8,302144,36847,19082,11939,36986,0
837,403074,10000000,4,0.0,0.0,0.0,8,278414,59680,23708,12163,29106,0
838,388495,50000000,4,1.5,3.7,0.0,8,282968,38871,21217,11806,33632,0
839,372516,10000000,4,76.2,152.4,0.0,8,225363,54103,37848,16843,38357,0
840,363476,10000000,4,0.2,0.3,0.0,8,293298,20676,13578,7408,28514,0
841,296208,10000000,4,1.9,4.5,0.0,8,223552,25631,15025,7961,24035,0
842,273983,10000000,4,1.8,3.7,0.0,8,233792,15101,7350,3745,13992,0
843,253894,10000000,3,0.3,0.9,0.0,8,139713,20684,15206,8877,69411,0
844,240014,10000000,4,0.3,0.7,0.0,8,163437,25465,17153,9079,24877,0
845,239452,10000000,3,0.0,0.0,0.0,8,135432,33561,30264,10088,30105,0
846,237878,10000000,4,0.6,1.1,0.0,8,149371,35947,17998,8445,26114,0
847,230317,5000000,3,0.1,0.2,0.0,8,150738,15438,11184,6960,45995,0
848,217878,5000000,4,0.3,0.7,0.0,8,144790,22711,13991,9427,26956,0
849,208186,10000000,4,0.0,0.1,0.0,8,125085,30702,21835,7760,22802,0
850,202039,5000000,4,0.8,1.6,0.0,8,135506,24399,12350,6997,22784,0
851,189580,10000000,4,0.1,0.2,0.0,8,144341,14615,8725,4546,17351,0
852,185412,10000000,4,19.1,43.7,0.0,8,149100,13083,6873,3680,12673,0
853,167310,5000000,4,0.2,498.5,0.0,8,121186,14735,8311,5234,17841,0
854,166382,10000000,3,0.1,0.3,0.0,8,90107,17468,12983,9208,36614,0
855,164622,50000000,4,1.5,3.3,0.0,8,104696,17994,10039,7088,24803,0
856,161111,5000000,4,1.2,2.5,0.0,8,117376,21217,8910,3356,10249,0
857,152996,1000000,4,10.9,30.2,0.0,8,124784,15891,5795,2434,4090,0
858,151011,5000000,4,0.0,0.0,0.0,8,102981,19281,10003,4142,14602,0
859,149674,5000000,4,0.0,0.0,0.0,8,85482,23970,13830,7370,19020,0
860,139058,10000000,4,0.2,0.4,0.0,8,96177,12792,7743,5496,16847,0
861,138709,5000000,3,0.2,0.5,0.0,8,73982,19252,13140,8577,23755,0
862,130606,1000000,4,0.4,0.9,0.0,8,102708,14153,5413,2297,6032,0
863,130471,10000000,3,0.5,1.0,0.0,8,78352,11517,8268,6388,25944,0
864,127314,1000000,4,0.4,1.0,0.0,8,90009,16965,7215,3373,9750,0
865,123653,10000000,4,2.3,5.2,0.0,8,94189,11112,6057,2869,9423,0
866,114600,10000000,4,0.8,1.8,0.0,8,78216,10083,6848,4863,14589,0
867,113827,10000000,4,6.8,15.9,0.0,8,83507,11434,6161,2997,9725,0
868,112810,10000000,3,0.1,0.3,0.0,8,59082,12398,9954,6855,24519,0
869,111679,1000000,4,0.8,1.7,1.99,8,88842,11945,4620,1947,4322,1
870,108187,10000000,3,0.5,1.2,0.0,8,59335,11560,7264,4883,25143,0
871,107328,1000000,4,0.3,0.6,0.0,8,68411,16535,8083,3916,10381,0
872,105984,1000000,4,0.0,0.1,0.0,8,73443,12242,6752,3858,9686,0
873,104261,5000000,3,0.2,0.4,0.0,8,43790,6890,6890,5510,41180,0
874,102536,1000000,4,1.9,4.7,0.0,8,80964,9639,4027,2113,5791,0
875,102133,5000000,4,0.0,0.1,0.0,8,65640,10602,6764,3607,15518,0
876,97355,10000000,4,0.0,0.0,0.0,8,64307,12188,8931,3576,8351,0
877,95540,10000000,4,1.5,3.6,0.0,8,62900,9673,6076,4057,12831,0
878,87197,10000000,3,2.0,3.6,0.0,8,54591,6688,5454,4070,16392,0
879,87091,10000000,4,19.7,62.5,0.0,8,71476,5527,3071,1731,5282,0
880,86693,10000000,4,0.0,0.0,0.0,8,56117,12116,6432,3226,8800,0
881,83342,10000000,4,0.8,1.8,0.0,8,61458,6680,4012,2459,8731,0
882,82629,1000000,4,2.0,4.5,0.0,8,66304,6988,2885,1537,4912,0
883,71117,5000000,3,1446.7,0.1,0.0,8,37347,8774,10183,3008,11802,0
884,71008,1000000,4,0.0,0.0,0.0,8,51391,7698,4139,1859,5918,0
885,69242,100000,4,0.1,0.1,0.0,8,51096,9117,5438,1059,2529,0
886,68321,5000000,4,0.7,1.5,0.0,8,39709,11266,6684,3560,7100,0
887,67388,5000000,4,2.1,4.2,0.0,8,54348,4150,2189,1174,5524,0
888,65897,10000000,4,0.7,426.0,0.0,8,39278,12259,3699,2329,8329,0
889,65210,1000000,4,0.2,0.4,0.0,8,44969,8419,4498,2084,5237,0
890,64028,10000000,4,3.0,6.0,0.0,8,52167,3567,2048,1418,4826,0
891,60920,10000000,4,0.1,0.2,0.0,8,38319,6683,5388,2430,8098,0
892,56963,1000000,4,0.0,0.0,0.0,8,31363,9224,9663,2443,4268,0
893,56107,1000000,4,0.1,0.3,0.0,8,45083,5276,2158,1109,2478,0
894,55578,1000000,4,0.8,1.9,0.0,8,37028,7639,4729,1929,4249,0
895,55357,500000,4,0.0,0.0,0.0,8,30635,15762,5493,1738,1728,0
896,55015,1000000,4,0.2,0.5,0.0,8,35154,7096,4617,1909,6237,0
897,54079,1000000,3,0.3,0.9,0.0,8,29528,3838,4178,2848,13684,0
898,53791,10000000,4,1.8,4.3,0.0,8,37386,5789,3922,1837,4855,0
899,53142,1000000,3,0.5,1.1,0.0,8,27811,6397,5002,3188,10741,0
900,52940,5000000,3,0.2,0.6,0.0,8,31781,6806,3787,2298,8265,0
901,50867,5000000,3,3.1,6.9,0.0,8,28083,5616,3754,2763,10648,0
902,48198,500000,4,3.9,10.7,0.0,8,37036,5112,2158,1334,2556,0
903,48107,1000000,3,2.8,6.2,0.0,8,22453,6626,5140,2852,11033,0
904,47959,1000000,4,0.4,718.2,0.0,8,32842,6648,3169,1469,3829,0
905,47171,500000,4,0.2,0.3,0.0,8,37830,5098,1941,836,1463,0
906,46210,10000000,4,0.1,0.2,0.0,8,30610,6215,3317,1743,4323,0
907,45842,10000000,4,4.6,11.5,0.0,8,30296,3539,2428,2101,7475,0
908,45178,1000000,4,1.2,5.4,0.0,8,34403,2928,1619,1109,5117,0
909,45003,5000000,3,0.0,0.0,0.0,8,22326,4329,4399,2799,11148,0
910,43497,5000000,4,0.2,0.4,0.0,8,29234,4587,3328,1549,4797,0
911,43124,5000000,4,1.2,3.2,0.0,8,32760,3038,1928,1089,4307,0
912,42881,1000000,3,4.3,4.7,0.0,8,23820,6247,3976,2538,6297,0
913,42763,1000000,4,0.1,0.1,0.0,8,31694,3989,2779,1109,3189,0
914,41521,1000000,4,1.7,3.0,0.0,8,26336,6930,3484,1871,2897,0
915,40370,10000000,4,21.2,56.5,0.0,8,31297,3395,1483,1036,3157,0
916,40192,10000000,4,1.5,3.6,0.0,8,27089,2471,2044,1677,6908,0
917,38912,1000000,4,7.3,16.0,0.0,8,27999,5085,2443,1157,2226,0
918,37291,5000000,3,3.2,6.8,0.0,8,13975,3720,3521,3043,13030,0
919,36046,10000000,4,2.9,6.0,0.0,8,26252,3277,1873,886,3756,0
920,35324,1000000,4,1.3,3.0,0.0,8,24495,5029,2569,869,2359,0
921,34781,5000000,4,2.4,5.7,0.0,8,24705,4583,1947,838,2706,0
922,34434,1000000,4,0.4,1.0,0.0,8,23468,3894,2256,998,3814,0
923,34140,100000,4,768.5,6.7,1.49,8,29210,2774,718,429,1007,1
924,33173,1000000,4,0.8,1.9,0.0,8,26494,3628,1405,528,1116,0
925,32993,1000000,4,0.0,0.0,0.0,8,19715,5998,4988,849,1439,0
926,4876844,100000000,4,1.0,2.9,0.0,9,3641850,439299,231737,124487,439469,0
927,4467655,100000000,4,1.8,3.4,0.0,9,3390163,421521,211538,99383,345048,0
928,3222428,50000000,4,1.0,2.0,0.0,9,2556112,384991,149188,39049,93086,0
929,2941258,50000000,4,0.5,1.3,0.0,9,2267242,373376,152797,45384,102457,0
930,2514879,50000000,4,0.4,0.8,0.0,9,1916271,353214,112067,37981,95344,0
931,2301209,100000000,4,0.1,0.2,0.0,9,1810251,255614,102894,33835,98612,0
932,2151126,100000000,4,0.2,0.5,0.0,9,1461033,221781,145555,76086,246668,0
933,2107067,50000000,4,0.7,1.5,0.0,9,1424833,234631,132332,75143,240126,0
934,2065276,100000000,4,633.0,2.5,0.0,9,1558040,233777,105530,45513,122413,0
935,1951302,50000000,4,1.1,2.3,0.0,9,1406839,263363,115542,47833,117722,0
936,1713085,50000000,4,0.1,0.2,0.0,9,1268094,258390,86945,28762,70892,0
937,1704670,50000000,4,1.1,2.3,0.0,9,1254531,307541,79949,18011,44635,0
938,1701889,10000000,4,1.3,2.8,0.0,9,1416736,103007,67437,31868,82838,0
939,1652333,100000000,4,0.5,1.1,0.0,9,1199685,241711,99714,31883,79338,0
940,1561049,100000000,4,0.1,0.2,0.0,9,994338,242232,126119,51089,147270,0
941,1557099,100000000,4,1.0,2.4,0.0,9,1068366,190532,105960,50031,142208,0
942,1455893,100000000,4,142.6,0.8,0.0,9,1021457,195457,91530,41930,105517,0
943,1361162,10000000,4,134.8,269.5,0.0,9,873731,251904,104041,49104,82379,0
944,1265308,10000000,4,0.0,0.0,0.0,9,980240,108412,62854,22734,91066,0
945,1232582,50000000,4,0.1,0.3,0.0,9,905234,131252,71105,25952,99036,0
946,1210485,10000000,4,0.7,1.9,0.0,9,902546,176537,68702,19301,43397,0
947,1198499,10000000,3,0.1,0.2,0.0,9,569538,254994,163385,62002,148577,0
948,1160505,50000000,4,0.2,0.5,0.0,9,875961,158170,55526,20293,50553,0
949,1160229,10000000,4,1.0,2.1,0.0,9,809178,210244,67354,21742,51708,0
950,1110248,50000000,4,0.1,0.1,0.0,9,885876,116537,44258,14299,49275,0
951,1104361,50000000,4,0.5,0.9,0.0,9,788438,195027,60848,20236,39809,0
952,1065264,10000000,4,1.8,4.1,0.0,9,832411,119697,50381,20597,42175,0
953,1039836,10000000,4,2.3,4.9,0.0,9,736089,201323,65426,13651,23345,0
954,998983,5000000,4,0.0,0.0,0.0,9,931620,35619,10710,5345,15686,0
955,997666,10000000,3,0.0,0.0,0.0,9,515259,198338,117823,46204,120039,0
956,975608,10000000,4,0.0,0.0,0.0,9,611973,208216,82752,17876,54788,0
957,968677,100000000,3,0.7,1.7,0.0,9,586764,100779,77199,50085,153849,0
958,944709,10000000,4,1.3,2.7,0.0,9,643024,163847,53900,21376,62560,0
959,941228,10000000,4,0.1,0.4,0.0,9,622828,101496,47377,20562,148963,0
960,924459,100000000,4,0.0,0.1,0.0,9,691718,101102,57033,19277,55325,0
961,884220,50000000,4,0.2,0.5,0.0,9,672791,95015,36419,18973,61021,0
962,819672,10000000,4,0.2,0.4,0.0,9,633312,108225,42934,12432,22766,0
963,754345,10000000,4,1.3,2.7,0.0,9,516134,122842,56446,18848,40072,0
964,735564,10000000,4,0.7,1.4,0.0,9,586868,90997,26745,9261,21690,0
965,721199,10000000,4,0.0,0.0,0.0,9,600677,52736,26857,8992,31933,0
966,701845,50000000,4,0.0,0.1,0.0,9,539528,78197,35664,12690,35764,0
967,701221,10000000,4,6.8,13.1,0.0,9,519848,129208,34746,5986,11431,0
968,699239,10000000,4,0.0,0.0,0.0,9,458200,129823,50977,23198,37038,0
969,694965,100000000,4,0.8,1.9,0.0,9,468482,86334,53179,23037,63930,0
970,685364,10000000,4,169.9,0.0,0.0,9,463196,120923,48379,19969,32895,0
971,673835,10000000,4,0.1,0.1,0.0,9,500676,79495,36922,17243,39498,0
972,669939,10000000,4,0.0,0.1,0.0,9,535471,95701,22684,5194,10887,0
973,661430,100000000,4,0.2,0.5,0.0,9,422723,76767,53669,30462,77806,0
974,649024,100000000,4,1.0,2.2,0.0,9,442810,71356,41422,23585,69849,0
975,643644,10000000,4,0.2,0.3,0.0,9,389089,106228,67787,21747,58790,0
976,608546,50000000,4,0.6,1.4,0.0,9,404176,74546,44217,22786,62819,0
977,596554,10000000,4,0.2,0.4,0.0,9,411377,105903,41525,11585,26160,0
978,594490,10000000,3,0.1,0.3,0.0,9,332022,79166,56797,26915,99587,0
979,584124,10000000,4,0.1,0.2,0.0,9,458061,106350,10329,2675,6707,0
980,571570,50000000,4,0.0,0.0,0.0,9,383776,73557,55320,16169,42746,0
981,570345,50000000,4,0.0,0.0,0.0,9,420021,43026,30999,18902,57395,0
